ID_Laureate;AwardeeDisplayName;LaureateNameFirst;LaureateNameLast;LaureateGender;OrganisationName;OrganisationFoundedDate;OrganisationFoundedCity;OrganisationFoundedCityNow;OrganisationFoundedCityNowWiki;OrganisationFoundedCountry;OrganisationFoundedCountryNow;OrganisationFoundedNowWiki;OrganisationFoundedContinent;BirthDate;BirthCity;BirthCityNow;BirthCityNowWiki;BirthCityNowLat;BirthCityNowLon;BirthCountry;BirthCountryNow;BirthCountryNowWiki;BirthCountryLat;BirthCountryLon;BirthContinent;DeathDate;DeathCity;DeathCityNow;DeathCityNowWiki;DeathCityLat;DeathCityLon;DeathCountry;DeathCountryNow;DeathCountryNowWiki;DeathCountryLat;DeathCountryLon;DeathContinent;WikipediaSlug;WikipediaURL;Prize0_AwardYear;Prize0_Category;Prize0_Portion;Prize0_DateAwarded;Prize0_Status;Prize0_Amount;Prize0_AmountAdjusted_;Prize0_Motivation;Prize0_MotivationTop;Prize0_Affiliation0_Name;Prize0_Affiliation0_NameNow;Prize0_Affiliation0_City;Prize0_Affiliation0_CityNow;Prize0_Affiliation0_CityLatitude;Prize0_Affiliation0_CityLongitude;Prize0_Affiliation0_Country;Prize0_Affiliation0_CountryNow;Prize0_Affiliation0_CountryLat;Prize0_Affiliation0_CountryLon;Prize0_Affiliation0_Continent;Prize1_AwardYear;Prize1_Category;Prize1_SortOrder;Prize1_Portion;Prize1_DateAwarded;Prize1_Status;Prize1_Amount;Prize1_AmountAdjusted_;Prize1_Motivation;Prize1_MotivationTop;Prize1_Affiliation0_Name;Prize1_Affiliation0_NameNow;Prize1_Affiliation0_NameNative;Prize1_Affiliation0_City;Prize1_Affiliation0_CityNow;Prize1_Affiliation0_CityLatitude;Prize1_Affiliation0_CityLongitude;Prize1_Affiliation0_Country;Prize1_Affiliation0_CountryNow;Prize1_Affiliation0_CountryLat;Prize1_Affiliation0_CountryLon;Prize1_Affiliation0_Continent;Prize2_AwardYear;Prize2_Category;Prize2_SortOrder;Prize2_Portion;Prize2_DateAwarded;Prize2_Status;Prize2_Amount;Prize2_AmountAdjusted_;Prize2_Motivation;Prize2_MotivationTop;Religion;ReligionSubgroup;Ethnicity;PublicationYear;PublicationSource;PublicationTimegap;ParCatDegreeInstitution;ParCatDegreeCity;ParCatDegreeCountry;ParCatDegreeCityCountry;ParCatWorkInstitution;ParCatWorkCity;ParCatWorkCountry;ParCatWorkCityCountry;ParCatPrizeInstitution;ParCatPrizeCity;ParCatPrizeCountry;ParCatPrizeCityCountry
199.0;Adolf Butenandt;Adolf;Butenandt;male;;;;;;;;;;1903-03-24;Bremerhaven-Lehe;Bremerhaven-Lehe;https://www.wikidata.org/wiki/Q2706;53.55;8.583333;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1995-01-18;Munich;Munich;https://www.wikidata.org/wiki/Q1726;48.134703;11.581995;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;Adolf_Butenandt;https://en.wikipedia.org/wiki/Adolf_Butenandt;1939;Chemistry;1/2;1939-11-09;received;148822;4789363;for his work on sex hormones;;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie;Berlin-Dahlem;Berlin-Dahlem;52.453739;13.29313;Germany;Germany;51.0;10.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1935.0;Harvard Dataverse;4.0;;;;;;;;;;;;
164.0;Adolf von Baeyer;Adolf;von Baeyer;male;;;;;;;;;;1835-10-31;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Prussia;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1917-08-20;Starnberg;Starnberg;https://www.wikidata.org/wiki/Q61936;48.000536;11.342857;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;Adolf_von_Baeyer;https://en.wikipedia.org/wiki/Adolf_von_Baeyer;1905;Chemistry;1;1905-11-09;received;138089;8626501;in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds;;Munich University;Munich University;Munich;Munich;48.134703;11.581995;Germany;Germany;51.0;10.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
185.0;Adolf Windaus;Adolf;Windaus;male;;;;;;;;;;1876-12-25;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1959-06-09;Göttingen;Göttingen;https://www.wikidata.org/wiki/Q3033;51.539385;9.913113;West Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;Adolf_Otto_Reinhold_Windaus;https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus;1928;Chemistry;1;1928-11-13;received;156939;5050582;for the services rendered through his research into the constitution of the sterols and their connection with the vitamins;;Goettingen University;Goettingen University;Göttingen;Göttingen;51.539385;9.913113;Germany;Germany;51.0;10.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1924.0;Harvard Dataverse;4.0;;;;;;;;;;;;
541.0;Adolfo Pérez Esquivel;Adolfo;Pérez Esquivel;male;;;;;;;;;;1931-11-26;Buenos Aires;Buenos Aires;https://www.wikidata.org/wiki/Q1486;-34.603443;-58.396729;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.0;-64.0;South America;;;;;;;;;;;;;Adolfo_Pérez_Esquivel;https://en.wikipedia.org/wiki/Adolfo_Pérez_Esquivel;1980;Peace;1;1980-10-27;received;880000;3273415;for being a source of inspiration to repressed people, especially in Latin America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;European;;;;;;;;;;;;;;;
292.0;Ahmed Zewail;Ahmed;Zewail;male;;;;;;;;;;1946-02-26;Damanhur;Damanhur;https://www.wikidata.org/wiki/Q328153;31.05;30.466667;Egypt;Egypt;https://www.wikidata.org/wiki/Q79;27.0;29.0;Africa;2016-08-02;Pasadena, CA;Pasadena, CA;https://www.wikidata.org/wiki/Q485176;34.150071;-118.142111;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Ahmed_Zewail;https://en.wikipedia.org/wiki/Ahmed_Zewail;1999;Chemistry;1;1999-10-12;received;7900000;11383718;for his studies of the transition states of chemical reactions using femtosecond spectroscopy;;California Institute of Technology (Caltech);California Institute of Technology (Caltech);Pasadena, CA;Pasadena, CA;34.150071;-118.142111;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muslim;;African;1988.0;Harvard Dataverse;11.0;University of Pennsylvania;Philadelphia;United States;Philadelphia (United States);California Institute of Technology (Caltech);Pasadena;United States;Pasadena (United States);California Institute of Technology (Caltech);Pasadena;United States;Pasadena (United States)
853.0;Akira Suzuki;Akira;Suzuki;male;;;;;;;;;;1930-09-12;Mukawa;Mukawa;https://www.wikidata.org/wiki/Q1187152;42.57475;141.92675;Japan;Japan;https://www.wikidata.org/wiki/Q17;35.0;136.0;Asia;;;;;;;;;;;;;Akira_Suzuki_(chemist);https://en.wikipedia.org/wiki/Akira_Suzuki_(chemist);2010;Chemistry;1/3;2010-10-06;received;10000000;12256203;for palladium-catalyzed cross couplings in organic synthesis;;Hokkaido University;Hokkaido University;Sapporo;Sapporo;43.062096;141.354376;Japan;Japan;35.0;136.0;Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;Asian;1979.0;Harvard Dataverse;31.0;Hokkaido University;Sapporo;Japan;Sapporo (Japan);Hokkaido University;Sapporo;Japan;Sapporo (Japan);Hokkaido University;Sapporo;Japan;Sapporo (Japan)
978.0;Akira Yoshino;Akira;Yoshino;male;;;;;;;;;;1948-01-30;Suita;Suita;https://www.wikidata.org/wiki/Q653510;34.764885;135.517349;Japan;Japan;https://www.wikidata.org/wiki/Q17;35.0;136.0;Asia;;;;;;;;;;;;;Akira_Yoshino;https://en.wikipedia.org/wiki/Akira_Yoshino;2019;Chemistry;1/3;2019-10-09;received;9000000;10013620;for the development of lithium-ion batteries;;Asahi Kasei Corporation;Asahi Kasei Corporation;Tokyo;Tokyo;35.680183;139.769373;Japan;Japan;35.0;136.0;Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;Asian;1987.0;ChatGPT 4c (September 2024);32.0;;;;;;;;;;;;
819.0;Al Gore;Al;Gore;male;;;;;;;;;;1948-03-31;Washington, D.C.;Washington, D.C.;https://www.wikidata.org/wiki/Q61;38.899065;-77.036523;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Al_Gore;https://en.wikipedia.org/wiki/Al_Gore;2007;Peace;1/2;2007-10-12;received;10000000;12802893;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Protestant (Baptist);European;;;;;;;;;;;;;;;
1012.0;Alain Aspect;Alain;Aspect;male;;;;;;;;;;1947-06-15;Agen;Agen;https://www.wikidata.org/wiki/Q6625;44.203056;0.618611;France;France;https://www.wikidata.org/wiki/Q142;47.0;2.0;Europe;;;;;;;;;;;;;Alain_Aspect;https://en.wikipedia.org/wiki/Alain_Aspect;2022;Physics;1/3;2022-10-04;received;10000000;10000000;for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science;;Institut d’Optique Graduate School – Université Paris-Saclay;Institut d’Optique Graduate School – Université Paris-Saclay;Paris;Paris;48.860093;2.355954;France;France;47.0;2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1982.0;ChatGPT 4c (September 2024);40.0;;;;;;;;;;;;
729.0;Alan Heeger;Alan;Heeger;male;;;;;;;;;;1936-01-22;Sioux City, IA;Sioux City, IA;https://www.wikidata.org/wiki/Q489255;42.496681;-96.405876;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Alan_J._Heeger;https://en.wikipedia.org/wiki/Alan_J._Heeger;2000;Chemistry;1/3;2000-10-10;received;9000000;12838146;for the discovery and development of conductive polymers;;University of California;University of California;Santa Barbara, CA;Santa Barbara, CA;34.419237;-119.702479;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1977.0;Harvard Dataverse;23.0;University of California;Berkeley;United States;Berkeley (United States);University of Pennsylvania;Philadelphia;United States;Philadelphia (United States);None;Philadelphia;United States;Philadelphia (United States)
376.0;Alan Hodgkin;Alan;Hodgkin;male;;;;;;;;;;1914-02-05;Banbury;Banbury;https://www.wikidata.org/wiki/Q806160;52.061389;-1.339167;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1998-12-20;Cambridge;Cambridge;https://www.wikidata.org/wiki/Q350;52.194605;0.135092;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;Alan_Lloyd_Hodgkin;https://en.wikipedia.org/wiki/Alan_Lloyd_Hodgkin;1963;Medicine;1/3;1963-10-17;received;265000;3216343;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;;University of Cambridge;University of Cambridge;Cambridge;Cambridge;52.194605;0.135092;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1952.0;Harvard Dataverse;11.0;;;;;;;;;;;;
730.0;Alan MacDiarmid;Alan;MacDiarmid;male;;;;;;;;;;1927-04-14;Masterton;Masterton;https://www.wikidata.org/wiki/Q1223916;-40.966667;175.65;New Zealand;New Zealand;https://www.wikidata.org/wiki/Q664;-41.2;174.0;Oceania;2007-02-07;Drexel Hill, PA;Drexel Hill, PA;https://www.wikidata.org/wiki/Q1132763;39.947056;-75.29213;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Alan_MacDiarmid;https://en.wikipedia.org/wiki/Alan_MacDiarmid;2000;Chemistry;1/3;2000-10-10;received;9000000;12838146;for the discovery and development of conductive polymers;;University of Pennsylvania;University of Pennsylvania;Philadelphia, PA;Philadelphia, PA;39.957132;-75.174342;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1977.0;Harvard Dataverse;23.0;University of Wisconsin;Madison;United States;Madison (United States);University of Pennsylvania;Philadelphia;United States;Philadelphia (United States);University of Pennsylvania;Philadelphia;United States;Philadelphia (United States)
11.0;Albert A. Michelson;Albert A.;Michelson;male;;;;;;;;;;1852-12-19;Strelno;Strzelno;https://www.wikidata.org/wiki/Q1005414;52.629444;18.17;Prussia;Poland;https://www.wikidata.org/wiki/Q36;52.0;19.0;Europe;1931-05-09;Pasadena, CA;Pasadena, CA;https://www.wikidata.org/wiki/Q485176;34.150071;-118.142111;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Albert_Abraham_Michelson;https://en.wikipedia.org/wiki/Albert_Abraham_Michelson;1907;Physics;1;1907-11-12;received;138796;7967641;for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid;;University of Chicago;University of Chicago;Chicago, IL;Chicago, IL;41.876228;-87.638416;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1887.0;Harvard Dataverse;20.0;;;;;;;;;;;;
628.0;Albert Camus;Albert;Camus;male;;;;;;;;;;1913-11-07;Mondovi;Mondovi;https://www.wikidata.org/wiki/Q1924629;44.395064;7.819452;French Algeria;Algeria;https://www.wikidata.org/wiki/Q262;28.0;1.0;Africa;1960-01-04;Sens;Sens;https://www.wikidata.org/wiki/Q212420;48.197222;3.283333;France;France;https://www.wikidata.org/wiki/Q142;47.0;2.0;Europe;Albert_Camus;https://en.wikipedia.org/wiki/Albert_Camus;1957;Literature;1;1957-10-17;received;208629;3056055;for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
403.0;Albert Claude;Albert;Claude;male;;;;;;;;;;1898-08-24;Longlier;Longlier;;;;Belgium;Belgium;https://www.wikidata.org/wiki/Q31;50.641111;4.668056;Europe;1983-05-22;Brussels;Brussels;https://www.wikidata.org/wiki/Q239;50.849243;4.354815;Belgium;Belgium;https://www.wikidata.org/wiki/Q31;50.641111;4.668056;Europe;Albert_Claude;https://en.wikipedia.org/wiki/Albert_Claude;1974;Medicine;1/3;1974-10-10;received;550000;3696835;for their discoveries concerning the structural and functional organization of the cell;;Université Catholique de Louvain;Université Catholique de Louvain;Louvain;Louvain;50.883029;4.713949;Belgium;Belgium;50.641111;4.668056;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1946.0;Harvard Dataverse;28.0;;;;;;;;;;;;
26.0;Albert Einstein;Albert;Einstein;male;;;;;;;;;;1879-03-14;Ulm;Ulm;https://www.wikidata.org/wiki/Q3012;48.401072;9.987585;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1955-04-18;Princeton, NJ;Princeton, NJ;https://www.wikidata.org/wiki/Q138518;40.359783;-74.668268;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Albert_Einstein;https://en.wikipedia.org/wiki/Albert_Einstein;1921;Physics;1;1922-11-09;received;121573;2869123;for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect;;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik;Berlin;Berlin;52.522265;13.406852;Germany;Germany;51.0;10.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1905.0;Harvard Dataverse;16.0;;;;;;;;;;;;
814.0;Albert Fert;Albert;Fert;male;;;;;;;;;;1938-03-07;Carcassonne;Carcassonne;https://www.wikidata.org/wiki/Q6582;43.215833;2.351389;France;France;https://www.wikidata.org/wiki/Q142;47.0;2.0;Europe;;;;;;;;;;;;;Albert_Fert;https://en.wikipedia.org/wiki/Albert_Fert;2007;Physics;1/2;2007-10-09;received;10000000;12802893;for the discovery of Giant Magnetoresistance;;"Universit&eacute; Paris-Sud";"Universit&eacute; Paris-Sud";Orsay;Orsay;48.698056;2.1875;France;France;47.0;2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1988.0;Harvard Dataverse;19.0;Université Paris-Sud;Orsay;France;Orsay (France);Université Paris-Sud;Orsay;France;Orsay (France);Université Paris-Sud;Orsay;France;Orsay (France)
