ID_Laureate;AwardeeDisplayName;LaureateNameKnown;LaureateNameFirst;LaureateNameLast;LaureateNameFull;LaureateNamePenOriginal;Filename;LaureateGender;OrganisationName;OrganisationNameNative;OrganisationAcronym;OrganisationFoundedDate;OrganisationFoundedCity;OrganisationFoundedCityNow;OrganisationFoundedCityNowWiki;OrganisationFoundedCountry;OrganisationFoundedCountryNow;OrganisationFoundedNowWiki;OrganisationFoundedContinent;BirthDate;BirthCity;BirthCityNow;BirthCityNowWiki;BirthCityNowLat;BirthCityNowLon;BirthCountry;BirthCountryNow;BirthCountryNowWiki;BirthCountryLat;BirthCountryLon;BirthContinent;DeathDate;DeathCity;DeathCityNow;DeathCityNowWiki;DeathCityLat;DeathCityLon;DeathCountry;DeathCountryNow;DeathCountryNowWiki;DeathCountryLat;DeathCountryLon;DeathContinent;WikipediaSlug;WikipediaURL;WikidataID;WikidataURL;Prize0_AwardYear;Prize0_Category;Prize0_SortOrder;Prize0_Portion;Prize0_DateAwarded;Prize0_Status;Prize0_Amount;Prize0_AmountAdjusted_;Prize0_Motivation;Prize0_MotivationTop;Prize0_Affiliation0_Name;Prize0_Affiliation0_NameNow;Prize0_Affiliation0_NameNative;Prize0_Affiliation0_City;Prize0_Affiliation0_CityNow;Prize0_Affiliation0_CityLatitude;Prize0_Affiliation0_CityLongitude;Prize0_Affiliation0_Country;Prize0_Affiliation0_CountryNow;Prize0_Affiliation0_CountryLat;Prize0_Affiliation0_CountryLon;Prize0_Affiliation0_Continent;Prize0_Affiliation1_Name;Prize0_Affiliation1_NameNow;Prize0_Affiliation1_NameNative;Prize0_Affiliation1_City;Prize0_Affiliation1_CityNow;Prize0_Affiliation1_CityLatitude;Prize0_Affiliation1_CityLongitude;Prize0_Affiliation1_Country;Prize0_Affiliation1_CountryNow;Prize0_Affiliation1_CountryLat;Prize0_Affiliation1_CountryLon;Prize0_Affiliation1_Continent;Prize0_Residence0_City;Prize0_Residence0_CityNow;Prize0_Residence0_Country;Prize0_Residence0_CountryNow;Prize0_Residence0_Continent;Prize0_Residence1_City;Prize0_Residence1_CityNow;Prize0_Residence1_Country;Prize0_Residence1_CountryNow;Prize0_Residence1_Continent;Prize1_AwardYear;Prize1_Category;Prize1_SortOrder;Prize1_Portion;Prize1_DateAwarded;Prize1_Status;Prize1_Amount;Prize1_AmountAdjusted_;Prize1_Motivation;Prize1_MotivationTop;Prize1_Affiliation0_Name;Prize1_Affiliation0_NameNow;Prize1_Affiliation0_NameNative;Prize1_Affiliation0_City;Prize1_Affiliation0_CityNow;Prize1_Affiliation0_CityLatitude;Prize1_Affiliation0_CityLongitude;Prize1_Affiliation0_Country;Prize1_Affiliation0_CountryNow;Prize1_Affiliation0_CountryLat;Prize1_Affiliation0_CountryLon;Prize1_Affiliation0_Continent;Prize2_AwardYear;Prize2_Category;Prize2_SortOrder;Prize2_Portion;Prize2_DateAwarded;Prize2_Status;Prize2_Amount;Prize2_AmountAdjusted_;Prize2_Motivation;Prize2_MotivationTop;Prize0_Affiliation2_Name;Prize0_Affiliation2_NameNow;Prize0_Affiliation2_NameNative;Prize0_Affiliation2_City;Prize0_Affiliation2_CityNow;Prize0_Affiliation2_CityLatitude;Prize0_Affiliation2_CityLongitude;Prize0_Affiliation2_Country;Prize0_Affiliation2_CountryNow;Prize0_Affiliation2_CountryLat;Prize0_Affiliation2_CountryLon;Prize0_Affiliation2_Continent;Prize0_Affiliation3_Name;Prize0_Affiliation3_NameNow;Prize0_Affiliation3_NameNative;Prize0_Affiliation3_City;Prize0_Affiliation3_CityNow;Prize0_Affiliation3_CityLatitude;Prize0_Affiliation3_CityLongitude;Prize0_Affiliation3_Country;Prize0_Affiliation3_CountryNow;Prize0_Affiliation3_CountryLat;Prize0_Affiliation3_CountryLon;Prize0_Affiliation3_Continent
199;Adolf Butenandt;Adolf Butenandt;Adolf;Butenandt;Adolf Friedrich Johann Butenandt;;butenandt;male;;;;;;;;;;;;1903-03-24;Bremerhaven-Lehe;Bremerhaven-Lehe;https://www.wikidata.org/wiki/Q2706;53.550000;8.583333;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;1995-01-18;Munich;Munich;https://www.wikidata.org/wiki/Q1726;48.134703;11.581995;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;Adolf_Butenandt;https://en.wikipedia.org/wiki/Adolf_Butenandt;Q5327;https://www.wikidata.org/wiki/Q5327;1939;Chemistry;1;1/2;1939-11-09;received;148822;5197496;for his work on sex hormones;;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie;;Berlin-Dahlem;Berlin-Dahlem;52.453739;13.293130;Germany;Germany;51.000000;10.000000;Europe;Berlin University;Berlin University;;Berlin;Berlin;52.522265;13.406852;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Adolf von Baeyer;Adolf von Baeyer;Adolf;von Baeyer;Johann Friedrich Wilhelm Adolf von Baeyer;;baeyer;male;;;;;;;;;;;;1835-10-31;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Prussia;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;1917-08-20;Starnberg;Starnberg;https://www.wikidata.org/wiki/Q61936;48.000536;11.342857;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;Adolf_von_Baeyer;https://en.wikipedia.org/wiki/Adolf_von_Baeyer;Q57078;https://www.wikidata.org/wiki/Q57078;1905;Chemistry;1;1;1905-11-09;received;138089;9361622;in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds;;Munich University;Munich University;;Munich;Munich;48.134703;11.581995;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Adolf Windaus;Adolf Windaus;Adolf;Windaus;Adolf Otto Reinhold Windaus;;windaus;male;;;;;;;;;;;;1876-12-25;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;1959-06-09;Göttingen;Göttingen;https://www.wikidata.org/wiki/Q3033;51.539385;9.913113;West Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;Adolf_Otto_Reinhold_Windaus;https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus;Q77142;https://www.wikidata.org/wiki/Q77142;1928;Chemistry;1;1;1928-11-13;received;156939;5480976;for the services rendered through his research into the constitution of the sterols and their connection with the vitamins;;Goettingen University;Goettingen University;;Göttingen;Göttingen;51.539385;9.913113;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;Adolfo Pérez Esquivel;Adolfo Pérez Esquivel;Adolfo;Pérez Esquivel;Adolfo Pérez Esquivel;;esquivel;male;;;;;;;;;;;;1931-11-26;Buenos Aires;Buenos Aires;https://www.wikidata.org/wiki/Q1486;-34.603443;-58.396729;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.000000;-64.000000;South America;;;;;;;;;;;;;Adolfo_Pérez_Esquivel;https://en.wikipedia.org/wiki/Adolfo_Pérez_Esquivel;Q206505;https://www.wikidata.org/wiki/Q206505;1980;Peace;1;1;1980-10-27;received;880000;3552364;for being a source of inspiration to repressed people, especially in Latin America;;;;;;;;;;;;;;;;;;;;;;;;;;Göttingen;Göttingen;Germany;Germany;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Ahmed Zewail;Ahmed Zewail;Ahmed;Zewail;Ahmed H. Zewail;;zewail;male;;;;;;;;;;;;1946-02-26;Damanhur;Damanhur;https://www.wikidata.org/wiki/Q328153;31.050000;30.466667;Egypt;Egypt;https://www.wikidata.org/wiki/Q79;27.000000;29.000000;Africa;2016-08-02;Pasadena, CA;Pasadena, CA;https://www.wikidata.org/wiki/Q485176;34.150071;-118.142111;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;Ahmed_Zewail;https://en.wikipedia.org/wiki/Ahmed_Zewail;Q106624;https://www.wikidata.org/wiki/Q106624;1999;Chemistry;1;1;1999-10-12;received;7900000;12353799;for his studies of the transition states of chemical reactions using femtosecond spectroscopy;;California Institute of Technology (Caltech);California Institute of Technology (Caltech);;Pasadena, CA;Pasadena, CA;34.150071;-118.142111;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
853;Akira Suzuki;Akira Suzuki;Akira;Suzuki;Akira Suzuki;;suzuki;male;;;;;;;;;;;;1930-09-12;Mukawa;Mukawa;https://www.wikidata.org/wiki/Q1187152;42.574750;141.926750;Japan;Japan;https://www.wikidata.org/wiki/Q17;35.000000;136.000000;Asia;;;;;;;;;;;;;Akira_Suzuki_(chemist);https://en.wikipedia.org/wiki/Akira_Suzuki_(chemist);Q105949;https://www.wikidata.org/wiki/Q105949;2010;Chemistry;3;1/3;2010-10-06;received;10000000;13300635;for palladium-catalyzed cross couplings in organic synthesis;;Hokkaido University;Hokkaido University;;Sapporo;Sapporo;43.062096;141.354376;Japan;Japan;35.000000;136.000000;Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Akira Yoshino;Akira Yoshino;Akira;Yoshino;Akira Yoshino;;yoshino;male;;;;;;;;;;;;1948-01-30;Suita;Suita;https://www.wikidata.org/wiki/Q653510;34.764885;135.517349;Japan;Japan;https://www.wikidata.org/wiki/Q17;35.000000;136.000000;Asia;;;;;;;;;;;;;Akira_Yoshino;https://en.wikipedia.org/wiki/Akira_Yoshino;Q4701206;https://www.wikidata.org/wiki/Q4701206;2019;Chemistry;3;1/3;2019-10-09;received;9000000;10866946;for the development of lithium-ion batteries;;Asahi Kasei Corporation;Asahi Kasei Corporation;;Tokyo;Tokyo;35.680183;139.769373;Japan;Japan;35.000000;136.000000;Asia;Meijo University;Meijo University;;Nagoya;Nagoya;35.180679;136.918749;Japan;Japan;35.000000;136.000000;Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819;Al Gore;Al Gore;Al;Gore;Albert Arnold (Al) Gore  Jr.;;gore;male;;;;;;;;;;;;1948-03-31;Washington, D.C.;Washington, D.C.;https://www.wikidata.org/wiki/Q61;38.899065;-77.036523;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;;;;;;;;;;;;;Al_Gore;https://en.wikipedia.org/wiki/Al_Gore;Q19673;https://www.wikidata.org/wiki/Q19673;2007;Peace;2;1/2;2007-10-12;received;10000000;13893912;for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change;;;;;;;;;;;;;;;;;;;;;;;;;;Nagoya;Nagoya;Japan;Japan;Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;Alain Aspect;Alain Aspect;Alain;Aspect;Alain Aspect;;aspect;male;;;;;;;;;;;;1947-06-15;Agen;Agen;https://www.wikidata.org/wiki/Q6625;44.203056;0.618611;France;France;https://www.wikidata.org/wiki/Q142;47.000000;2.000000;Europe;;;;;;;;;;;;;Alain_Aspect;https://en.wikipedia.org/wiki/Alain_Aspect;Q364997;https://www.wikidata.org/wiki/Q364997;2022;Physics;1;1/3;2022-10-04;received;10000000;10852166;for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science;;Institut d’Optique Graduate School – Université Paris-Saclay;Institut d’Optique Graduate School – Université Paris-Saclay;;Paris;Paris;48.860093;2.355954;France;France;47.000000;2.000000;Europe;École Polytechnique;École Polytechnique;;Palaiseau;Palaiseau;48.714509;2.245748;France;France;47.000000;2.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
729;Alan Heeger;Alan Heeger;Alan;Heeger;Alan J. Heeger;;heeger;male;;;;;;;;;;;;1936-01-22;Sioux City, IA;Sioux City, IA;https://www.wikidata.org/wiki/Q489255;42.496681;-96.405876;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;;;;;;;;;;;;;Alan_J._Heeger;https://en.wikipedia.org/wiki/Alan_J._Heeger;Q106751;https://www.wikidata.org/wiki/Q106751;2000;Chemistry;1;1/3;2000-10-10;received;9000000;13932169;for the discovery and development of conductive polymers;;University of California;University of California;;Santa Barbara, CA;Santa Barbara, CA;34.419237;-119.702479;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;Alan Hodgkin;Alan Hodgkin;Alan;Hodgkin;Alan Lloyd Hodgkin;;hodgkin;male;;;;;;;;;;;;1914-02-05;Banbury;Banbury;https://www.wikidata.org/wiki/Q806160;52.061389;-1.339167;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.600000;-2.000000;Europe;1998-12-20;Cambridge;Cambridge;https://www.wikidata.org/wiki/Q350;52.194605;0.135092;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.600000;-2.000000;Europe;Alan_Lloyd_Hodgkin;https://en.wikipedia.org/wiki/Alan_Lloyd_Hodgkin;Q193650;https://www.wikidata.org/wiki/Q193650;1963;Physiology or Medicine;2;1/3;1963-10-17;received;265000;3490429;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;;University of Cambridge;University of Cambridge;;Cambridge;Cambridge;52.194605;0.135092;United Kingdom;United Kingdom;54.600000;-2.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
